CSA,CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
198,47920,,,"Washington Court House, OH",Micropolitan Statistical Area,29030,29034,29014,28867,28767,28686,28650,28611,28670,28639,28653,28525,-20,-147,-100,-81,-36,-39,59,-31,14,-128,84,356,375,365,330,345,352,332,324,330,101,348,340,377,350,358,355,417,336,309,-17,8,35,-12,-20,-13,-3,-85,-12,21,3,1,8,17,13,21,12,11,6,4,-1,-158,-141,-82,-28,-44,51,45,22,-151,2,-157,-133,-65,-15,-23,63,56,28,-147,-5,2,-2,-4,-1,-3,-1,-2,-2,-2
198,47920,,39047,"Fayette County, OH",County or equivalent,29030,29034,29014,28867,28767,28686,28650,28611,28670,28639,28653,28525,-20,-147,-100,-81,-36,-39,59,-31,14,-128,84,356,375,365,330,345,352,332,324,330,101,348,340,377,350,358,355,417,336,309,-17,8,35,-12,-20,-13,-3,-85,-12,21,3,1,8,17,13,21,12,11,6,4,-1,-158,-141,-82,-28,-44,51,45,22,-151,2,-157,-133,-65,-15,-23,63,56,28,-147,-5,2,-2,-4,-1,-3,-1,-2,-2,-2
198,49780,,,"Zanesville, OH",Micropolitan Statistical Area,86074,86086,86214,86243,85794,85649,85905,86194,85993,86123,86131,86215,128,29,-449,-145,256,289,-201,130,8,84,281,1061,1015,1025,1024,1057,1027,984,1043,1002,192,908,943,1006,945,1022,1000,1007,1010,971,89,153,72,19,79,35,27,-23,33,31,7,30,41,77,70,94,80,58,41,43,44,-150,-568,-236,120,173,-306,102,-61,15,51,-120,-527,-159,190,267,-226,160,-20,58,-12,-4,6,-5,-13,-13,-2,-7,-5,-5
198,49780,,39119,"Muskingum County, OH",County or equivalent,86074,86086,86214,86243,85794,85649,85905,86194,85993,86123,86131,86215,128,29,-449,-145,256,289,-201,130,8,84,281,1061,1015,1025,1024,1057,1027,984,1043,1002,192,908,943,1006,945,1022,1000,1007,1010,971,89,153,72,19,79,35,27,-23,33,31,7,30,41,77,70,94,80,58,41,43,44,-150,-568,-236,120,173,-306,102,-61,15,51,-120,-527,-159,190,267,-226,160,-20,58,-12,-4,6,-5,-13,-13,-2,-7,-5,-5
200,,,,"Columbus-West Point, MS",Combined Statistical Area,80413,80427,80356,80111,80001,80158,79950,79702,79403,78768,78164,77911,-71,-245,-110,157,-208,-248,-299,-635,-604,-253,226,1048,1035,1022,1008,1022,1050,992,1002,983,218,791,790,795,845,845,861,928,842,840,8,257,245,227,163,177,189,64,160,143,32,50,142,131,130,192,52,48,78,93,-110,-553,-496,-192,-495,-614,-539,-750,-844,-487,-78,-503,-354,-61,-365,-422,-487,-702,-766,-394,-1,1,-1,-9,-6,-3,-1,3,2,-2
200,18060,,,"Columbus, MS",Micropolitan Statistical Area,59779,59779,59796,59615,59604,59803,59804,59697,59549,59147,58760,58595,17,-181,-11,199,1,-107,-148,-402,-387,-165,177,789,803,795,805,794,813,783,772,774,138,591,559,567,590,607,616,675,636,610,39,198,244,228,215,187,197,108,136,164,31,45,142,131,128,186,49,43,68,89,-50,-425,-399,-151,-337,-479,-393,-554,-593,-417,-19,-380,-257,-20,-209,-293,-344,-511,-525,-328,-3,1,2,-9,-5,-1,-1,1,2,-1
200,18060,,28087,"Lowndes County, MS",County or equivalent,59779,59779,59796,59615,59604,59803,59804,59697,59549,59147,58760,58595,17,-181,-11,199,1,-107,-148,-402,-387,-165,177,789,803,795,805,794,813,783,772,774,138,591,559,567,590,607,616,675,636,610,39,198,244,228,215,187,197,108,136,164,31,45,142,131,128,186,49,43,68,89,-50,-425,-399,-151,-337,-479,-393,-554,-593,-417,-19,-380,-257,-20,-209,-293,-344,-511,-525,-328,-3,1,2,-9,-5,-1,-1,1,2,-1
200,48500,,,"West Point, MS",Micropolitan Statistical Area,20634,20648,20560,20496,20397,20355,20146,20005,19854,19621,19404,19316,-88,-64,-99,-42,-209,-141,-151,-233,-217,-88,49,259,232,227,203,228,237,209,230,209,80,200,231,228,255,238,245,253,206,230,-31,59,1,-1,-52,-10,-8,-44,24,-21,1,5,0,0,2,6,3,5,10,4,-60,-128,-97,-41,-158,-135,-146,-196,-251,-70,-59,-123,-97,-41,-156,-129,-143,-191,-241,-66,2,0,-3,0,-1,-2,0,2,0,-1
200,48500,,28025,"Clay County, MS",County or equivalent,20634,20648,20560,20496,20397,20355,20146,20005,19854,19621,19404,19316,-88,-64,-99,-42,-209,-141,-151,-233,-217,-88,49,259,232,227,203,228,237,209,230,209,80,200,231,228,255,238,245,253,206,230,-31,59,1,-1,-52,-10,-8,-44,24,-21,1,5,0,0,2,6,3,5,10,4,-60,-128,-97,-41,-158,-135,-146,-196,-251,-70,-59,-123,-97,-41,-156,-129,-143,-191,-241,-66,2,0,-3,0,-1,-2,0,2,0,-1
204,,,,"Corpus Christi-Kingsville-Alice, TX",Combined Statistical Area,513282,513277,512929,516424,522435,528690,533220,537134,538467,537206,535205,535257,-348,3495,6011,6255,4530,3914,1333,-1261,-2001,52,1725,7114,7094,7446,7742,7718,7422,6995,6783,6635,1226,4293,4336,4581,4539,4600,4620,4726,4846,4701,499,2821,2758,2865,3203,3118,2802,2269,1937,1934,158,609,925,789,1006,1038,935,739,486,477,-1035,72,2302,2560,337,-231,-2400,-4284,-4435,-2363,-877,681,3227,3349,1343,807,-1465,-3545,-3949,-1886,30,-7,26,41,-16,-11,-4,15,11,4
204,10860,,,"Alice, TX",Micropolitan Statistical Area,52620,52620,52618,53020,53233,53262,53013,52859,52612,52190,51903,51639,-2,402,213,29,-249,-154,-247,-422,-287,-264,206,828,777,834,870,851,800,728,657,652,156,498,503,569,529,542,538,517,528,531,50,330,274,265,341,309,262,211,129,121,3,8,21,26,53,73,78,60,52,46,-55,65,-93,-262,-650,-541,-589,-696,-470,-432,-52,73,-72,-236,-597,-468,-511,-636,-418,-386,0,-1,11,0,7,5,2,3,2,1
204,10860,,48131,"Duval County, TX",County or equivalent,11782,11777,11724,11796,11582,11581,11509,11336,11431,11270,11147,11157,-53,72,-214,-1,-72,-173,95,-161,-123,10,39,171,182,160,175,179,169,157,138,142,40,112,119,137,130,133,149,139,119,124,-1,59,63,23,45,46,20,18,19,18,1,0,0,4,0,9,12,5,7,-1,-55,13,-290,-27,-119,-231,64,-185,-149,-8,-54,13,-290,-23,-119,-222,76,-180,-142,-9,2,0,13,-1,2,3,-1,1,0,1
204,10860,,48249,"Jim Wells County, TX",County or equivalent,40838,40843,40894,41224,41651,41681,41504,41523,41181,40920,40756,40482,51,330,427,30,-177,19,-342,-261,-164,-274,167,657,595,674,695,672,631,571,519,510,116,386,384,432,399,409,389,378,409,407,51,271,211,242,296,263,242,193,110,103,2,8,21,22,53,64,66,55,45,47,0,52,197,-235,-531,-310,-653,-511,-321,-424,2,60,218,-213,-478,-246,-587,-456,-276,-377,-2,-1,-2,1,5,2,3,2,2,0
204,18580,,,"Corpus Christi, TX",Metropolitan Statistical Area,405027,405025,404676,407721,413199,419080,423313,427621,428953,428445,428697,429024,-349,3045,5478,5881,4233,4308,1332,-508,252,327,1352,5580,5577,5869,6093,6182,5935,5608,5482,5382,891,3215,3244,3451,3430,3434,3467,3561,3692,3560,461,2365,2333,2418,2663,2748,2468,2047,1790,1822,124,486,758,655,799,867,779,621,403,392,-960,201,2388,2792,831,723,-1907,-3178,-1942,-1889,-836,687,3146,3447,1630,1590,-1128,-2557,-1539,-1497,26,-7,-1,16,-60,-30,-8,2,1,2
204,18580,,48355,"Nueces County, TX",County or equivalent,340223,340223,340245,343263,347939,352946,356657,360504,361642,361235,362026,362294,22,3018,4676,5007,3711,3847,1138,-407,791,268,1143,4683,4655,4896,5107,5138,4908,4618,4540,4467,693,2624,2631,2825,2795,2861,2828,2912,3044,2976,450,2059,2024,2071,2312,2277,2080,1706,1496,1491,110,459,723,606,732,794,701,562,359,346,-535,507,1930,2315,714,799,-1636,-2676,-1064,-1571,-425,966,2653,2921,1446,1593,-935,-2114,-705,-1225,-3,-7,-1,15,-47,-23,-7,1,0,2
204,18580,,48409,"San Patricio County, TX",County or equivalent,64804,64802,64431,64458,65260,66134,66656,67117,67311,67210,66671,66730,-371,27,802,874,522,461,194,-101,-539,59,209,897,922,973,986,1044,1027,990,942,915,198,591,613,626,635,573,639,649,648,584,11,306,309,347,351,471,388,341,294,331,14,27,35,49,67,73,78,59,44,46,-425,-306,458,477,117,-76,-271,-502,-878,-318,-411,-279,493,526,184,-3,-193,-443,-834,-272,29,0,0,1,-13,-7,-1,1,1,0
204,28780,,,"Kingsville, TX",Micropolitan Statistical Area,32477,32474,32454,32467,32544,32459,32328,31854,31740,31179,31159,31084,-20,13,77,-85,-131,-474,-114,-561,-20,-75,98,473,494,514,486,437,428,406,427,408,86,258,246,217,252,255,264,312,268,245,12,215,248,297,234,182,164,94,159,163,28,98,137,104,154,108,87,68,42,50,-61,-302,-308,-496,-534,-774,-368,-730,-224,-289,-33,-204,-171,-392,-380,-666,-281,-662,-182,-239,1,2,0,10,15,10,3,7,3,1
204,28780,,48261,"Kenedy County, TX",County or equivalent,416,413,417,438,447,438,437,441,436,427,437,404,4,21,9,-9,-1,4,-5,-9,10,-33,0,5,1,9,4,3,1,7,0,6,0,0,3,3,3,1,4,4,6,0,0,5,-2,6,1,2,-3,3,-6,6,0,7,7,8,11,10,12,9,8,9,4,9,3,-24,-14,-8,-15,-22,8,-48,4,16,10,-16,-3,2,-3,-13,16,-39,0,0,1,1,1,0,1,1,0,0
204,28780,,48273,"Kleberg County, TX",County or equivalent,32061,32061,32037,32029,32097,32021,31891,31413,31304,30752,30722,30680,-24,-8,68,-76,-130,-478,-109,-552,-30,-42,98,468,493,505,482,434,427,399,427,402,86,258,243,214,249,254,260,308,262,245,12,210,250,291,233,180,167,91,165,157,28,91,130,96,143,98,75,59,34,41,-65,-311,-311,-472,-520,-766,-353,-708,-232,-241,-37,-220,-181,-376,-377,-668,-278,-649,-198,-200,1,2,-1,9,14,10,2,6,3,1
204,40530,,,"Rockport, TX",Micropolitan Statistical Area,23158,23158,23181,23216,23459,23889,24566,24800,25162,25392,23446,23510,23,35,243,430,677,234,362,230,-1946,64,69,233,246,229,293,248,259,253,217,193,93,322,343,344,328,369,351,336,358,365,-24,-89,-97,-115,-35,-121,-92,-83,-141,-172,3,17,9,4,0,-10,-9,-10,-11,-11,41,108,315,526,690,361,464,320,-1799,247,44,125,324,530,690,351,455,310,-1810,236,3,-1,16,15,22,4,-1,3,5,0
204,40530,,48007,"Aransas County, TX",County or equivalent,23158,23158,23181,23216,23459,23889,24566,24800,25162,25392,23446,23510,23,35,243,430,677,234,362,230,-1946,64,69,233,246,229,293,248,259,253,217,193,93,322,343,344,328,369,351,336,358,365,-24,-89,-97,-115,-35,-121,-92,-83,-141,-172,3,17,9,4,0,-10,-9,-10,-11,-11,41,108,315,526,690,361,464,320,-1799,247,44,125,324,530,690,351,455,310,-1810,236,3,-1,16,15,22,4,-1,3,5,0
206,,,,"Dallas-Fort Worth, TX-OK",Combined Statistical Area,6807747,6807889,6833968,6953951,7089335,7199786,7339298,7496753,7655085,7805422,7933113,8057796,26079,119983,135384,110451,139512,157455,158332,150337,127691,124683,24901,101182,100464,101255,103410,105137,105883,105326,103378,103532,10011,42044,42395,44623,45422,47312,47676,49923,52059,52922,14890,59138,58069,56632,57988,57825,58207,55403,51319,50610,4114,20127,22458,22084,30893,35148,32965,30509,22338,20254,6731,40613,54011,31770,50458,64229,67061,64388,53906,53687,10845,60740,76469,53854,81351,99377,100026,94897,76244,73941,344,105,846,-35,173,253,99,37,128,132
206,11980,,,"Athens, TX",Micropolitan Statistical Area,78532,78578,78665,78837,78992,78669,79324,79492,80062,80954,82103,82737,87,172,155,-323,655,168,570,892,1149,634,222,930,921,882,890,889,902,873,894,894,269,930,938,1044,1002,1078,1075,1080,1152,1105,-47,0,-17,-162,-112,-189,-173,-207,-258,-211,6,-2,2,15,81,51,52,19,8,9,129,178,186,-160,682,311,693,1075,1398,836,135,176,188,-145,763,362,745,1094,1406,845,-1,-4,-16,-16,4,-5,-2,5,1,0
206,11980,,48213,"Henderson County, TX",County or equivalent,78532,78578,78665,78837,78992,78669,79324,79492,80062,80954,82103,82737,87,172,155,-323,655,168,570,892,1149,634,222,930,921,882,890,889,902,873,894,894,269,930,938,1044,1002,1078,1075,1080,1152,1105,-47,0,-17,-162,-112,-189,-173,-207,-258,-211,6,-2,2,15,81,51,52,19,8,9,129,178,186,-160,682,311,693,1075,1398,836,135,176,188,-145,763,362,745,1094,1406,845,-1,-4,-16,-16,4,-5,-2,5,1,0
206,14300,,,"Bonham, TX",Micropolitan Statistical Area,33915,33910,33920,33878,33601,33510,33593,33502,33933,34550,35185,35514,10,-42,-277,-91,83,-91,431,617,635,329,88,359,303,353,317,334,362,333,335,321,78,404,410,408,379,455,453,441,431,437,10,-45,-107,-55,-62,-121,-91,-108,-96,-116,2,6,13,13,40,57,60,53,44,41,4,-2,-177,-42,112,-21,461,672,686,405,6,4,-164,-29,152,36,521,725,730,446,-6,-1,-6,-7,-7,-6,1,0,1,-1
206,14300,,48147,"Fannin County, TX",County or equivalent,33915,33910,33920,33878,33601,33510,33593,33502,33933,34550,35185,35514,10,-42,-277,-91,83,-91,431,617,635,329,88,359,303,353,317,334,362,333,335,321,78,404,410,408,379,455,453,441,431,437,10,-45,-107,-55,-62,-121,-91,-108,-96,-116,2,6,13,13,40,57,60,53,44,41,4,-2,-177,-42,112,-21,461,672,686,405,6,4,-164,-29,152,36,521,725,730,446,-6,-1,-6,-7,-7,-6,1,0,1,-1
206,18620,,,"Corsicana, TX",Micropolitan Statistical Area,47735,47840,47869,48074,48163,48036,47913,48181,48405,48739,49536,50113,29,205,89,-127,-123,268,224,334,797,577,167,666,669,684,768,697,693,711,667,678,126,467,491,492,507,550,551,587,509,537,41,199,178,192,261,147,142,124,158,141,1,8,7,-1,4,35,45,16,9,9,-6,0,-91,-318,-392,90,41,196,633,428,-5,8,-84,-319,-388,125,86,212,642,437,-7,-2,-5,0,4,-4,-4,-2,-3,-1
206,18620,,48349,"Navarro County, TX",County or equivalent,47735,47840,47869,48074,48163,48036,47913,48181,48405,48739,49536,50113,29,205,89,-127,-123,268,224,334,797,577,167,666,669,684,768,697,693,711,667,678,126,467,491,492,507,550,551,587,509,537,41,199,178,192,261,147,142,124,158,141,1,8,7,-1,4,35,45,16,9,9,-6,0,-91,-318,-392,90,41,196,633,428,-5,8,-84,-319,-388,125,86,212,642,437,-7,-2,-5,0,4,-4,-4,-2,-3,-1
206,19100,,,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,6366542,6366537,6392065,6510544,6644559,6753889,6889769,7042566,7194758,7337097,7455756,7573136,25528,118479,134015,109330,135880,152797,152192,142339,118659,117380,23611,95701,95061,95683,97810,99550,100218,99709,97797,97911,8885,37161,37442,39412,40305,41829,42227,44481,46408,47311,14726,58540,57619,56271,57505,57721,57991,55228,51389,50600,4047,19821,22141,21824,30436,34693,32536,30211,22154,20064,6384,40000,53365,31241,47785,60136,61567,56877,45001,46601,10431,59821,75506,53065,78221,94829,94103,87088,67155,66665,371,118,890,-6,154,247,98,23,115,115
206,19100,19124,,"Dallas-Plano-Irving, TX",Metropolitan Division,4230520,4228853,4246890,4332281,4429033,4505783,4603065,4709844,4814994,4914285,4996835,5081942,18037,85391,96752,76750,97282,106779,105150,99291,82550,85107,15886,64264,63374,64176,65488,66624,67276,67020,65851,65907,5648,23341,23754,24947,25606,26498,26922,28153,29465,30264,10238,40923,39620,39229,39882,40126,40354,38867,36386,35643,3065,15035,16569,16487,22571,25954,24216,22432,16150,15177,4336,29315,39705,21004,34568,40487,40503,37968,29896,34138,7401,44350,56274,37491,57139,66441,64719,60400,46046,49315,398,118,858,30,261,212,77,24,118,149
206,19100,19124,48085,"Collin County, TX",County or equivalent,782341,781419,787614,812540,835230,856398,884688,915243,943742,971864,1004307,1034730,6195,24926,22690,21168,28290,30555,28499,28122,32443,30423,2622,10566,10348,10437,10768,10799,11007,11099,11053,11299,747,3265,3308,3527,3705,3924,4049,4335,4732,4956,1875,7301,7040,6910,7063,6875,6958,6764,6321,6343,603,2737,3431,4063,5577,6713,5958,5890,4211,4100,3481,14798,11957,10122,15381,16813,15548,15446,21875,19952,4084,17535,15388,14185,20958,23526,21506,21336,26086,24052,236,90,262,73,269,154,35,22,36,28
206,19100,19124,48113,"Dallas County, TX",County or equivalent,2368139,2367430,2372993,2408697,2455930,2484486,2519410,2557830,2591488,2620154,2629350,2635516,5563,35704,47233,28556,34924,38420,33658,28666,9196,6166,9738,39038,38573,38847,39267,40130,40203,39871,38590,38374,3414,14315,14319,15072,15263,15711,15795,16290,16845,17047,6324,24723,24254,23775,24004,24419,24408,23581,21745,21327,2004,10043,10742,10235,13968,15816,15026,13550,9868,9242,-2703,983,12017,-5153,-2527,-1581,-5667,-8329,-22391,-24389,-699,11026,22759,5082,11441,14235,9359,5221,-12523,-15147,-62,-45,220,-301,-521,-234,-109,-136,-26,-14
206,19100,19124,48121,"Denton County, TX",County or equivalent,662614,662557,666760,685740,707892,728624,753188,779584,808212,835364,858741,887207,4203,18980,22152,20732,24564,26396,28628,27152,23377,28466,2190,9218,9109,9494,9733,9919,10128,9987,9925,9893,689,2734,2890,3034,3141,3351,3477,3717,3931,4243,1501,6484,6219,6460,6592,6568,6651,6270,5994,5650,388,1958,2063,1984,2555,2981,2764,2647,1856,1663,2158,10471,13453,12032,15019,16626,19102,18128,15448,21053,2546,12429,15516,14016,17574,19607,21866,20775,17304,22716,156,67,417,256,398,221,111,107,79,100
206,19100,19124,48139,"Ellis County, TX",County or equivalent,149610,149610,150367,152373,153739,155928,159204,163292,168332,173405,179006,184826,757,2006,1366,2189,3276,4088,5040,5073,5601,5820,481,1996,1886,1912,2106,2151,2181,2178,2282,2272,194,984,1111,1100,1144,1153,1208,1296,1351,1342,287,1012,775,812,962,998,973,882,931,930,1,44,124,61,145,129,150,89,42,39,452,950,495,1319,2143,2941,3905,4096,4619,4841,453,994,619,1380,2288,3070,4055,4185,4661,4880,17,0,-28,-3,26,20,12,6,9,10
206,19100,19124,48231,"Hunt County, TX",County or equivalent,86129,86144,86365,86687,86979,87429,88639,89670,91895,94046,96606,98594,221,322,292,450,1210,1031,2225,2151,2560,1988,283,1093,1051,1060,1073,1163,1114,1154,1204,1206,243,821,815,853,900,922,958,966,944,981,40,272,236,207,173,241,156,188,260,225,28,90,89,66,120,116,129,108,70,73,146,-37,-10,189,902,676,1933,1849,2225,1686,174,53,79,255,1022,792,2062,1957,2295,1759,7,-3,-23,-12,15,-2,7,6,5,4
206,19100,19124,48257,"Kaufman County, TX",County or equivalent,103350,103348,103872,105199,106553,108248,110872,114055,117904,122628,128279,136154,524,1327,1354,1695,2624,3183,3849,4724,5651,7875,355,1392,1413,1474,1518,1535,1596,1652,1756,1796,247,787,780,854,889,897,886,976,1025,1056,108,605,633,620,629,638,710,676,731,740,15,58,54,35,84,49,61,26,7,-4,382,664,672,1037,1870,2471,3066,4005,4902,7124,397,722,726,1072,1954,2520,3127,4031,4909,7120,19,0,-5,3,41,25,12,17,11,15
206,19100,19124,48397,"Rockwall County, TX",County or equivalent,78337,78345,78919,81045,82710,84670,87064,90170,93421,96824,100546,104915,574,2126,1665,1960,2394,3106,3251,3403,3722,4369,217,961,994,952,1023,927,1047,1079,1041,1067,114,435,531,507,564,540,549,573,637,639,103,526,463,445,459,387,498,506,404,428,26,105,66,43,122,150,128,122,96,64,420,1486,1121,1458,1780,2541,2616,2773,3218,3871,446,1591,1187,1501,1902,2691,2744,2895,3314,3935,25,9,15,14,33,28,9,2,4,6
206,19100,23104,,"Fort Worth-Arlington-Grapevine, TX",Metropolitan Division,2136022,2137684,2145175,2178263,2215526,2248106,2286704,2332722,2379764,2422812,2458921,2491194,7491,33088,37263,32580,38598,46018,47042,43048,36109,32273,7725,31437,31687,31507,32322,32926,32942,32689,31946,32004,3237,13820,13688,14465,14699,15331,15305,16328,16943,17047,4488,17617,17999,17042,17623,17595,17637,16361,15003,14957,982,4786,5572,5337,7865,8739,8320,7779,6004,4887,2048,10685,13660,10237,13217,19649,21064,18909,15105,12463,3030,15471,19232,15574,21082,28388,29384,26688,21109,17350,-27,0,32,-36,-107,35,21,-1,-3,-34
206,19100,23104,48251,"Johnson County, TX",County or equivalent,150934,150956,151264,152094,153415,154535,156733,159345,162763,167012,171121,175817,308,830,1321,1120,2198,2612,3418,4249,4109,4696,484,1919,1964,1938,1953,2107,2092,2093,2153,2155,228,1284,1172,1269,1311,1332,1369,1395,1462,1464,256,635,792,669,642,775,723,698,691,691,22,59,20,2,-14,27,27,8,-11,-18,43,140,542,474,1569,1804,2664,3536,3429,4018,65,199,562,476,1555,1831,2691,3544,3418,4000,-13,-4,-33,-25,1,6,4,7,0,5
206,19100,23104,48367,"Parker County, TX",County or equivalent,116927,116949,117316,118320,119482,119785,122147,125640,128967,133501,138070,142878,367,1004,1162,303,2362,3493,3327,4534,4569,4808,352,1265,1289,1316,1424,1433,1509,1456,1574,1548,268,955,912,984,1025,1082,1058,1157,1152,1152,84,310,377,332,399,351,451,299,422,396,21,29,19,21,89,77,83,67,32,35,259,667,773,-77,1861,3035,2786,4154,4108,4369,280,696,792,-56,1950,3112,2869,4221,4140,4404,3,-2,-7,27,13,30,7,14,7,8
206,19100,23104,48439,"Tarrant County, TX",County or equivalent,1809034,1810664,1817480,1847882,1882205,1912767,1946122,1984880,2023556,2056451,2081446,2102515,6816,30402,34323,30562,33355,38758,38676,32895,24995,21069,6695,27472,27709,27476,28167,28567,28549,28408,27432,27512,2611,11134,11086,11711,11856,12366,12276,13132,13700,13796,4084,16338,16623,15765,16311,16201,16273,15276,13732,13716,938,4680,5516,5293,7763,8590,8161,7669,5950,4856,1813,9378,12100,9537,9397,13973,14236,9973,5329,2546,2751,14058,17616,14830,17160,22563,22397,17642,11279,7402,-19,6,84,-33,-116,-6,6,-23,-16,-49
206,19100,23104,48497,"Wise County, TX",County or equivalent,59127,59115,59115,59967,60424,61019,61702,62857,64478,65848,68284,69984,0,852,457,595,683,1155,1621,1370,2436,1700,194,781,725,777,778,819,792,732,787,789,130,447,518,501,507,551,602,644,629,635,64,334,207,276,271,268,190,88,158,154,1,18,17,21,27,45,49,35,33,14,-67,500,245,303,390,837,1378,1246,2239,1530,-66,518,262,324,417,882,1427,1281,2272,1544,2,0,-12,-5,-5,5,4,1,6,2
206,20460,,,"Durant, OK",Micropolitan Statistical Area,42416,42416,42580,43120,43453,44118,44483,45021,45599,46481,47191,47995,164,540,333,665,365,538,578,882,710,804,136,594,639,569,599,570,587,612,577,589,84,469,444,503,526,499,516,521,557,542,52,125,195,66,73,71,71,91,20,47,3,10,28,-5,19,33,33,10,13,14,102,404,117,594,275,434,474,779,675,739,105,414,145,589,294,467,507,789,688,753,7,1,-7,10,-2,0,0,2,2,4
206,20460,,40013,"Bryan County, OK",County or equivalent,42416,42416,42580,43120,43453,44118,44483,45021,45599,46481,47191,47995,164,540,333,665,365,538,578,882,710,804,136,594,639,569,599,570,587,612,577,589,84,469,444,503,526,499,516,521,557,542,52,125,195,66,73,71,71,91,20,47,3,10,28,-5,19,33,33,10,13,14,102,404,117,594,275,434,474,779,675,739,105,414,145,589,294,467,507,789,688,753,7,1,-7,10,-2,0,0,2,2,4
206,23620,,,"Gainesville, TX",Micropolitan Statistical Area,38437,38436,38472,38443,38717,38456,38764,39170,39343,39932,40504,41257,36,-29,274,-261,308,406,173,589,572,753,139,478,519,570,528,549,566,563,537,530,70,380,414,427,415,397,401,429,389,417,69,98,105,143,113,152,165,134,148,113,6,50,24,31,55,62,49,40,21,23,-35,-178,144,-440,142,194,-38,416,402,616,-29,-128,168,-409,197,256,11,456,423,639,-4,1,1,5,-2,-2,-3,-1,1,1
206,23620,,48097,"Cooke County, TX",County or equivalent,38437,38436,38472,38443,38717,38456,38764,39170,39343,39932,40504,41257,36,-29,274,-261,308,406,173,589,572,753,139,478,519,570,528,549,566,563,537,530,70,380,414,427,415,397,401,429,389,417,69,98,105,143,113,152,165,134,148,113,6,50,24,31,55,62,49,40,21,23,-35,-178,144,-440,142,194,-38,416,402,616,-29,-128,168,-409,197,256,11,456,423,639,-4,1,1,5,-2,-2,-3,-1,1,1
206,24180,,,"Granbury, TX",Micropolitan Statistical Area,51182,51163,51268,51563,52129,52860,53812,55227,56569,57973,60177,61643,105,295,566,731,952,1415,1342,1404,2204,1466,129,567,524,598,583,633,645,618,595,627,110,572,623,615,648,762,693,658,752,736,19,-5,-99,-17,-65,-129,-48,-40,-157,-109,18,80,84,74,58,11,8,5,2,2,70,223,570,671,934,1516,1376,1435,2352,1565,88,303,654,745,992,1527,1384,1440,2354,1567,-2,-3,11,3,25,17,6,4,7,8
206,24180,,48221,"Hood County, TX",County or equivalent,51182,51163,51268,51563,52129,52860,53812,55227,56569,57973,60177,61643,105,295,566,731,952,1415,1342,1404,2204,1466,129,567,524,598,583,633,645,618,595,627,110,572,623,615,648,762,693,658,752,736,19,-5,-99,-17,-65,-129,-48,-40,-157,-109,18,80,84,74,58,11,8,5,2,2,70,223,570,671,934,1516,1376,1435,2352,1565,88,303,654,745,992,1527,1384,1440,2354,1567,-2,-3,11,3,25,17,6,4,7,8
206,33420,,,"Mineral Wells, TX",Micropolitan Statistical Area,28111,28132,28095,28062,27867,27886,28041,27966,28125,28544,28874,29189,-37,-33,-195,19,155,-75,159,419,330,315,78,337,390,385,370,352,348,339,360,352,94,304,283,325,294,339,359,333,323,343,-16,33,107,60,76,13,-11,6,37,9,2,2,9,13,21,16,11,10,0,2,-21,-68,-318,-50,62,-100,160,405,292,304,-19,-66,-309,-37,83,-84,171,415,292,306,-2,0,7,-4,-4,-4,-1,-2,1,0
