Station Name,Street Address,City,State,ZIP,Status Code,Latitude,Longitude,ID,Open Date,EV Connector Types,Country,Access Code
MERCER ISLAND CITY HALL #2,9611 SE 36th St City Hall,Mercer Island,WA,98040,E,47.577174,-122.209822,172316,,J1772,US,public
GARAGE COMMERCIAL ST 1,1300 Commercial St,Bellingham,WA,98225,E,48.750815,-122.47958,172343,,J1772,US,public
MADISON GARAGE MADISON GARAGE1,1229 Madison St,Seattle,WA,98104,E,47.61008,-122.322151,172401,,J1772,US,public
INSIGNIA 953 97 98,588 Bell St,Seattle,WA,98121,E,47.616729,-122.342786,172407,,J1772,US,public
INSIGNIA 953 214 215,588 Bell St,Seattle,WA,98121,E,47.616629,-122.342611,172408,,J1772,US,public
INSIGNIA 953 136 137,588 Bell St,Seattle,WA,98121,E,47.616703,-122.342746,172409,,J1772,US,public
INSIGNIA 953 176 177,588 Bell St,Seattle,WA,98121,E,47.616671,-122.342694,172410,,J1772,US,public
INSIGNIA 953 95 96,588 Bell St,Seattle,WA,98121,E,47.616701,-122.342813,172411,,J1772,US,public
INSIGNIA 953 134 135,588 Bell St,Seattle,WA,98121,E,47.616676,-122.342772,172412,,J1772,US,public
INSIGNIA 953 180 181,588 Bell St,Seattle,WA,98121,E,47.616608,-122.342771,172413,,J1772,US,public
INSIGNIA 953 174 175,588 Bell St,Seattle,WA,98121,E,47.616642,-122.34273,172414,,J1772,US,public
INSIGNIA 953 142 143,588 Bell St,Seattle,WA,98121,E,47.616646,-122.3428,172415,,J1772,US,public
INSIGNIA 953 178 179,588 Bell St,Seattle,WA,98121,E,47.61659,-122.342801,172416,,J1772,US,public
INSIGNIA 953 212 213,588 Bell St,Seattle,WA,98121,E,47.616588,-122.342651,172417,,J1772,US,public
INSIGNIA 953 218 219,588 Bell St,Seattle,WA,98121,E,47.616537,-122.342701,172418,,J1772,US,public
INSIGNIA 953 140 141,588 Bell St,Seattle,WA,98121,E,47.616616,-122.342831,172419,,J1772,US,public
INSIGNIA 953 103 104,588 Bell St,Seattle,WA,98121,E,47.616679,-122.342837,172420,,J1772,US,public
INSIGNIA 953 101 102,588 Bell St,Seattle,WA,98121,E,47.616655,-122.34286,172421,,J1772,US,public
KING COUNTY DOT ISSAQUAH P&R 1,1755 Highlands Dr NE,Issaquah,WA,98027,E,47.545335,-122.019501,172426,,J1772,US,public
RPNW IBM #2,1200 5th Ave,Seattle,WA,98101,E,47.608601,-122.333012,172525,,J1772,US,public
BELLEVUE SQUARE BELL SQ NORTH 2,Bellevue Square - North Building104th Ave NE,Bellevue,WA,98004,E,47.616939,-122.203004,172561,,J1772,US,public
BELLEVUE SQUARE BELL SQ NORTH 3,Bellevue Square - North Building104th Ave NE,Bellevue,WA,98004,E,47.616865,-122.202993,172562,,J1772,US,public
BELLEVUE SQUARE BELL SQ NORTH 4,Bellevue Square - North Building104th Ave NE,Bellevue,WA,98004,E,47.61677,-122.203004,172563,,J1772,US,public
LINC SQUARE EXP LSS P6 1,410 Bellevue Way NE,Bellevue,WA,98004,E,47.614098,-122.200748,172572,,J1772,US,public
LINC SQUARE EXP LSS P2 111-112,410 Bellevue Way NE,Bellevue,WA,98004,E,47.614394,-122.200531,172573,,J1772,US,public
LINC SQUARE EXP LSS P2 104-105,410 Bellevue Way NE,Bellevue,WA,98004,E,47.614456,-122.200654,172574,,J1772,US,public
LINC SQUARE EXP LSE P2 #1,410 Bellevue Way NE,Bellevue,WA,98004,E,47.614157,-122.20117,172575,,J1772,US,public
VALLEY MED CTR N GARAGE #2,4033 Talbot Rd S,Renton,WA,98055,E,47.444685,-122.214496,172579,,J1772,US,public
SOUND TRANSIT ANGLE LAKE #3,2702 S 200th St,SeaTac,WA,98198,E,47.423292,-122.298719,172633,,J1772,US,public
KING COUNTY DOT BURIEN P&R #2,14900 4th Ave SW,Burien,WA,98166,E,47.469359,-122.33877,172644,,J1772,US,public
KING COUNTY DOT BURIEN P&R #6,14900 4th Ave SW,Burien,WA,98166,E,47.469241,-122.338631,172645,,J1772,US,public
KING COUNTY DOT BURIEN P&R #7,14900 4th Ave SW,Burien,WA,98166,E,47.469306,-122.338604,172646,,J1772,US,public
KING COUNTY DOT BURIEN P&R #4,14900 4th Ave SW,Burien,WA,98166,E,47.469296,-122.33873,172647,,J1772,US,public
KING COUNTY DOT BURIEN P&R #3,14900 4th Ave SW,Burien,WA,98166,E,47.469348,-122.338746,172648,,J1772,US,public
KING COUNTY DOT BURIEN P&R #1,14900 4th Ave SW,Burien,WA,98166,E,47.469421,-122.338757,172649,,J1772,US,public
KING COUNTY DOT KSC STATION #6,201 S Jackson St,Seattle,WA,98104,E,47.598754,-122.331002,172658,,J1772,US,public
KING COUNTY DOT KSC STATION #7,201 S Jackson St,Seattle,WA,98104,E,47.598758,-122.330972,172659,,J1772,US,public
KING COUNTY DOT KSC STATION #3,201 S Jackson St,Seattle,WA,98104,E,47.59856,-122.330929,172660,,J1772,US,public
KING COUNTY DOT KSC STATION #2,201 S Jackson St,Seattle,WA,98104,E,47.59855,-122.331009,172661,,J1772,US,public
KING COUNTY DOT KSC STATION #4,201 S Jackson St,Seattle,WA,98104,E,47.598665,-122.330941,172662,,J1772,US,public
BMW SEATTLE DC FAST 01,1002 Airport Way S,Seattle,WA,98134,E,47.594287,-122.32479,172798,,J1772COMBO,US,public
EASTGATE OFFICE EASTGATE DUAL 2,15395 SE 30th Pl,Bellevue,WA,98007,E,47.581989,-122.136168,172872,,J1772,US,public
DC CORRIDOR WALLYPARKDC2,18613 International Blvd,SeaTac,WA,98188,E,47.43625,-122.296639,172882,,CHADEMO J1772COMBO,US,public
PARK77 PARK77 M,20227 77th Ave NE,Arlington,WA,98223,E,48.180018,-122.125407,172886,,J1772,US,public
PARK77 PARK77 LEASING,20227 77th Ave NE,Arlington,WA,98223,E,48.179818,-122.12624,172887,,J1772,US,public
PARK77 PARK77 P,20227 77th Ave NE,Arlington,WA,98223,E,48.180025,-122.125396,172888,,J1772,US,public
SAMMAMISH CITY HALL LOT 1,801 228th Ave SE,Sammamish,WA,98075,E,47.601564,-122.036305,172912,,J1772,US,public
SAMMAMISH GARAGE 2,801 228th Ave SE,Sammamish,WA,98075,E,47.601615,-122.036718,172913,,J1772,US,public
SAMMAMISH CITY HALL LOT 2,801 228th Ave SE,Sammamish,WA,98075,E,47.60161,-122.036303,172914,,J1772,US,public
UWB CASCADIA CC NORTH DUAL 2,18500 Campus Way NE,Bothell,WA,98011,E,47.761846,-122.191872,172934,,J1772,US,public
EDMONDSNISSAN COMMERCIAL,24015 84th Ave W,Edmonds,WA,98026,E,47.781151,-122.345754,173101,,CHADEMO J1772COMBO,US,public
RPNW FC #2,319 University St,Seattle,WA,98101,E,47.60803,-122.335262,173140,,J1772,US,public
STADIUMPLACE NEW STATION 8,530 Occidental Ave S,Seattle,WA,98104,E,47.597571,-122.332778,173231,,J1772,US,public
STADIUMPLACE NEW STATION 6,530 Occidental Ave S,Seattle,WA,98104,E,47.597556,-122.332767,173232,,J1772,US,public
STADIUMPLACE NEW STATION 5,530 Occidental Ave S,Seattle,WA,98104,E,47.597554,-122.332771,173233,,J1772,US,public
STADIUMPLACE NEW STATION 4,530 Occidental Ave S,Seattle,WA,98104,E,47.597578,-122.332707,173234,,J1772,US,public
STADIUMPLACE NEW STATION 3,530 Occidental Ave S,Seattle,WA,98104,E,47.597559,-122.332733,173235,,J1772,US,public
STADIUMPLACE NEW STATION 2,530 Occidental Ave S,Seattle,WA,98104,E,47.59756,-122.332767,173236,,J1772,US,public
UWB CASCADIA CC SOUTH DUAL 4,Campus Way NE,Bothell,WA,98011,E,47.757748,-122.19073,173267,,J1772,US,public
LINC SQUARE EXP LSS P2 102-103,440 Bellevue Way NE,Bellevue,WA,98004,E,47.614517,-122.200807,173268,,J1772,US,public
LINC SQUARE EXP LSS P2 96 97,424 104th Ave NE,Bellevue,WA,98004,E,47.614302,-122.200871,173269,,J1772,US,public
LINC SQUARE EXP LSS P2 98-99,424 104th Ave NE,Bellevue,WA,98004,E,47.614345,-122.200772,173270,,J1772,US,public
LINC SQUARE EXP LSS P2 123-124,424 104th Ave NE,Bellevue,WA,98004,E,47.614315,-122.201099,173271,,J1772,US,public
DC CORRIDOR SEAHAWK 12D,338 Weller St Bridge,Seattle,WA,98134,E,47.597048,-122.330451,173283,,CHADEMO J1772COMBO,US,public
DC CORRIDOR SEAHAWK 12C,338 Weller St Bridge,Seattle,WA,98134,E,47.597218,-122.330446,173284,,CHADEMO J1772COMBO,US,public
DC CORRIDOR SEAHAWK 12B,338 Weller St Bridge,Seattle,WA,98134,E,47.597403,-122.330446,173285,,CHADEMO J1772COMBO,US,public
PW PARKING PARK PLAZA 02,923 Commerce St,Tacoma,WA,98402,E,47.254591,-122.439294,173289,,J1772,US,public
QBRC QBRC 2,78 SR 115,Ocean Shores,WA,98569,E,47.042614,-124.170718,173310,,J1772,US,public
BLACKRIVER BLACKRIVER #2,620 Naches Ave SW,Renton,WA,98057,E,47.474453,-122.233397,173366,,J1772,US,public
DC CORRIDOR NORTHGATE DC 2,9800 4th Ave NE,Seattle,WA,98115,E,47.700789,-122.323777,173444,,CHADEMO J1772COMBO,US,public
FACEBOOK SEA FACEBOOK SEA 5,1101 Dexter Ave N,Seattle,WA,98109,E,47.628639,-122.342659,173446,,J1772,US,public
FACEBOOK SEA FACEBOOK SEA #2,1101 Dexter Ave N,Seattle,WA,98109,E,47.628616,-122.342933,173447,,J1772,US,public
FACEBOOK SEA FACEBOOK SEA #3,1101 Dexter Ave N,Seattle,WA,98109,E,47.628558,-122.342944,173448,,J1772,US,public
FACEBOOK SEA FACEBOOK SEA #4,1101 Dexter Ave N,Seattle,WA,98109,E,47.6285,-122.342944,173449,,J1772,US,public
FACEBOOK SEA FACEBOOK SEA #1,1101 Dexter Ave N,Seattle,WA,98109,E,47.628734,-122.342924,173450,,J1772,US,public
1101 WESTLAKE 1101 #1,1101 Westlake Ave N,Seattle,WA,98109,E,47.628886,-122.341407,173451,,J1772,US,public
DC CORRIDOR PAC SCI CENTER,200 2nd Ave N,Seattle,WA,98109,E,47.619058,-122.352428,173491,,CHADEMO J1772COMBO,US,public
DC CORRIDOR PAC SCI DC2,200 2nd Ave N,Seattle,WA,98109,E,47.619059,-122.352384,173492,,CHADEMO J1772COMBO,US,public
UWMC SURGERY STATION 1,1959 NE Pacific St,Seattle,WA,98195,E,47.64991,-122.307373,173515,,J1772,US,public
BMGF EV STATION 01,500 5th Ave N,Seattle,WA,98109,E,47.624097,-122.346365,173516,,J1772,US,public
ISD411 ADMIN CENTER 2,5150 220th Ave SE,Issaquah,WA,98029,E,47.554889,-122.047456,173539,,J1772,US,public
INSIGNIA 953 190 191N,583 Battery St,Seattle,WA,98121,E,47.616928,-122.343611,173607,,J1772,US,public
INSIGNIA 953 230 231 N,583 Battery St,Seattle,WA,98121,E,47.616945,-122.343893,173608,,J1772,US,public
UNIVERSITYPLACE UP CH #1,3555 Market Pl W,University Place,WA,98466,E,47.226311,-122.536129,173744,,J1772,US,public
CLOVER PARK TEC BUILDING 24 #2,4500 steilacoom blvd sw,Lakewood,WA,98499,E,47.175647,-122.501177,173750,,J1772,US,public
CLOVER PARK TEC BUILDING 5,4500 Steilacoom Blvd SW,Lakewood,WA,98499,E,47.176122,-122.493317,173751,,J1772,US,public
TACOMA PARKS EASTSIDE #1,1721 E 56th St,Tacoma,WA,98404,E,47.206963,-122.405221,173862,,J1772,US,public
JLR BELLEVUE SHOP 01,13817 NE 20th St,Bellevue,WA,98005,E,47.627472,-122.155871,173871,,J1772,US,public
VANPOOLS ONLY TPU HQ #4,3408 S Union Ave,Tacoma,WA,98409,E,47.228587,-122.484083,173897,,J1772,US,public
TPU TPU HQ #5,3408 S Union Ave,Tacoma,WA,98409,E,47.228587,-122.484155,173898,,J1772,US,public
PACIFIC LUTH U STATION 1,512 122nd St S,Tacoma,WA,98447,E,47.145087,-122.438886,173916,,J1772,US,public
SIA ECO 3,W McFarlane Rd,Spokane,WA,99224,E,47.630062,-117.538206,173927,,J1772,US,public
SIA ECO 1,W McFarlane rd,Spokane,WA,99224,E,47.630134,-117.538197,173928,,J1772,US,public
TPU TPU OLD TOWN #1,2222 N 30th St,Tacoma,WA,98403,E,47.274639,-122.466744,173929,,J1772,US,public
T-MOBILE PARK ICHIRO,1518 1st Ave S,Seattle,WA,98134,E,47.589652,-122.332938,173975,,J1772,US,public
T-MOBILE PARK FELIX,1518 1st Ave S,Seattle,WA,98134,E,47.589803,-122.332999,173976,,J1772,US,public
T-MOBILE PARK EDGAR,1518 1st Ave S,Seattle,WA,98134,E,47.589701,-122.332937,173977,,J1772,US,public
SKAGITYMCA TWO,1901 Hoag Rd,Mount Vernon,WA,98273,E,48.44309,-122.316904,173994,,J1772,US,public
SKAGITYMCA THREE,1901 Hoag Rd,Mount Vernon,WA,98273,E,48.443125,-122.316511,173995,,J1772,US,public
LINCOLN SQUARE LS NORTH DUAL 3,110 Bellevue Way NE,Bellevue,WA,98004,E,47.616363,-122.201035,174037,,J1772,US,public
LINCOLN SQUARE LS NORTH DUAL 2,110 Bellevue Way NE,Bellevue,WA,98004,E,47.616372,-122.201111,174038,,J1772,US,public
LINCOLN SQUARE LS NORTH DUAL 1,110 Bellevue Way NE,Bellevue,WA,98004,E,47.616416,-122.201146,174039,,J1772,US,public
188 BLAINE ATRIUM2,1818 Fairview Ave East,Seattle,WA,98102,E,47.635115,-122.325799,174040,,J1772,US,public
BELLEVUE PLACE BELL PLACE #1,575 Bellevue Way NE,Bellevue,WA,98004,E,47.618331,-122.201301,174041,,J1772,US,public
DAY 1 SEA 29 P3 003,207 Boren Ave,Seattle,WA,98109,E,47.620267,-122.336259,174044,,J1772,US,public
DAY 1 SEA29 P3 004,207 Boren Ave,Seattle,WA,98109,E,47.620392,-122.336265,174045,,J1772,US,public
DAY 1 SEA29 P3 002,207 Boren Ave,Seattle,WA,98109,E,47.620275,-122.336253,174046,,J1772,US,public
DAY 1 SEA29 P3 001,207 Boren Ave,Seattle,WA,98109,E,47.620496,-122.33622,174047,,J1772,US,public
BELLEVUE SQUARE BELL SQ WEST 5,600 100th Ave NE,Bellevue,WA,98004,E,47.615923,-122.20553,174057,,J1772,US,public
BELLEVUE SQUARE BELL SQ WEST #1,2088 Bellevue Square,Bellevue,WA,98004,E,47.616107,-122.205532,174084,,J1772,US,public
VALLEY MED CTR NE GARAGE #3,3917 Talbot Rd S,Renton,WA,98055,E,47.444763,-122.21277,174123,,J1772,US,public
HOFM SHOP 01,15714 Smokey Point Blvd,Marysville,WA,98271,E,48.139908,-122.18463,174151,,J1772,US,public
PERMANENTE KP PUYALLUP #2,1007 39th Ave SE,Puyallup,WA,98374,E,47.15545,-122.28066,174229,,J1772,US,public
GROUPHEALTH PYP KP PUYALLUP #5,1007 39th Ave SE,Puyallup,WA,98374,E,47.155304,-122.280655,174230,,J1772,US,public
PERMANENTE KPP #1,1007 39th Ave SE,Puyallup,WA,98374,E,47.155502,-122.28065,174231,,J1772,US,public
DAY 1 REINVENT6,2121 8th Ave,Seattle,WA,98121,E,47.616632,-122.338942,174237,,J1772,US,public
DAY 1 REINVENT2,2121 8th Ave,Seattle,WA,98121,E,47.616712,-122.33907,174238,,J1772,US,public
DAY 1 REINVENT10,2121 8th Ave,Seattle,WA,98121,E,47.616684,-122.33897,174239,,J1772,US,public
DAY 1 REINVENT4,2121 8th Ave,Seattle,WA,98121,E,47.61669,-122.338985,174240,,J1772,US,public
DAY 1 REINVENT3,2121 8th Ave,Seattle,WA,98121,E,47.616676,-122.338931,174241,,J1772,US,public
DAY 1 REINVENT8,2121 8th Ave,Seattle,WA,98121,E,47.616684,-122.339013,174242,,J1772,US,public
DAY 1 REINVENT9,2121 8th Ave,Seattle,WA,98121,E,47.616677,-122.339024,174243,,J1772,US,public
DAY 1 REINVENT1,2121 8th Ave,Seattle,WA,98121,E,47.61669,-122.338963,174244,,J1772,US,public
DAY 1 REINVENT7,2121 8th Ave,Seattle,WA,98121,E,47.61664,-122.338877,174245,,J1772,US,public
CBRE1 URBAN COM #2,321 Park Pl,Kirkland,WA,98033,E,47.67788,-122.199394,174256,,J1772,US,public
CBRE1 URBAN COM #3,321 Park Pl,Kirkland,WA,98033,E,47.6779,-122.19943,174257,,J1772,US,public
CBRE1 URBAN COM #4,321 Park Pl,Kirkland,WA,98033,E,47.677895,-122.19948,174258,,J1772,US,public
CBRE1 URBAN COM #5,321 Park Pl,Kirkland,WA,98033,E,47.677883,-122.19954,174259,,J1772,US,public
CENTER PLAZA FEDERAL WAY 2,2016 S 320th St,Federal Way,WA,98003,E,47.316551,-122.306898,174306,,J1772,US,public
CENTER PLAZA FEDERAL WAY 1,2016 S 320th St,Federal Way,WA,98003,E,47.316475,-122.306924,174307,,J1772,US,public
SCH CURE P2 #3,1920 Terry Ave,Seattle,WA,98101,E,47.616886,-122.334045,174447,,J1772,US,public
SCH CURE P2 #4,1920 Terry Ave,Seattle,WA,98101,E,47.616932,-122.33399,174448,,J1772,US,public
SCH CURE P3 #2,1920 Terry Ave,Seattle,WA,98101,E,47.61693,-122.334,174449,,J1772,US,public
SCH CURE P3 #1,1920 Terry Ave,Seattle,WA,98101,E,47.617,-122.33391,174450,,J1772,US,public
COMMUNITY HOUSE COMMUNITY #1,1314 South L St,Tacoma,WA,98405,E,47.248875,-122.45322,174563,,J1772,US,public
COMMUNITY HOUSE COMMUNITY #3,1314 S L St,Tacoma,WA,98405,E,47.248898,-122.453094,174564,,J1772,US,public
UDR CHARGER 1,958 111th Ave NE,Bellevue,WA,98004,E,47.61868,-122.191821,174575,,J1772,US,public
UDR CHARGER 3,958 111th Ave NE,Bellevue,WA,98004,E,47.618669,-122.191761,174576,,J1772,US,public
SEHOME HS SEHOME HIGH #2,2700 Bill McDonald Pkwy,Bellingham,WA,98225,E,48.72757,-122.48128,174676,,J1772,US,public
DUAL EV STATION 3,2520 NE University Village St,Seattle,WA,98105,E,47.66392,-122.300272,174772,,J1772,US,public
DUAL EV STATION 4,2520 NE University Village St,Seattle,WA,98105,E,47.663931,-122.300224,174773,,J1772,US,public
DUAL EV STATION 2,2520 NE University Village St,Seattle,WA,98105,E,47.663935,-122.300285,174774,,J1772,US,public
DUAL EV STATION 1,2520 NE University Village St,Seattle,WA,98105,E,47.663975,-122.300272,174775,,J1772,US,public
THURSTON COUNTY COURTHOUSE 2,County Courthouse,Olympia,WA,98502,E,47.028924,-122.913068,174836,,J1772,US,public
CCB CCB 2,500 108th Ave NE,Bellevue,WA,98004,E,47.614756,-122.195468,174874,,J1772,US,public
EVERETT YMCA EVERETT YMCA #2,4730 Colby Ave,Everett,WA,98203,E,47.954665,-122.208368,175031,,J1772,US,public
EVERETT YMCA EVERETT YMCA #1,4730 Colby Ave,Everett,WA,98203,E,47.954679,-122.208344,175032,,J1772,US,public
EVERETT YMCA EVERETT YMCA #4,4730 Colby Ave,Everett,WA,98203,E,47.955032,-122.207117,175033,,J1772,US,public
DAY 1 NITRO4,2250 7th Ave,Seattle,WA,98121,E,47.617495,-122.340974,175045,,J1772,US,public
DAY 1 NITRO3,2250 7th Ave,Seattle,WA,98121,E,47.617473,-122.340993,175046,,J1772,US,public
DAY 1 NITRO6,2250 7th Ave,Seattle,WA,98121,E,47.617528,-122.340928,175047,,J1772,US,public
DAY 1 NITRO7,2250 7th Ave,Seattle,WA,98121,E,47.61751,-122.34093,175048,,J1772,US,public
DAY 1 NITRO2,2250 7th Ave,Seattle,WA,98121,E,47.617453,-122.341014,175049,,J1772,US,public
DAY 1 NITRO5,2250 7th Ave,Seattle,WA,98121,E,47.61751,-122.340955,175050,,J1772,US,public
CAPITAL GATEWAY STATION 4,505 14th Ave SE,Olympia,WA,98501,E,47.035855,-122.894786,175139,,J1772,US,public
CAPITAL GATEWAY STATION 3,505 14th Ave SE,Olympia,WA,98501,E,47.035858,-122.894738,175140,,J1772,US,public
CAPITAL GATEWAY STATION 1,505 14th Ave SE,Olympia,WA,98501,E,47.035867,-122.894632,175141,,J1772,US,public
CAPITAL GATEWAY STATION 2,505 14th Ave SE,Olympia,WA,98501,E,47.035865,-122.894692,175142,,J1772,US,public
CAPITAL GATEWAY STATION 8,505 14th Ave SE,Olympia,WA,98501,E,47.035846,-122.8949,175143,,J1772,US,public
CPU EC 1,1200 Fort Vancouver Way Southside Public Park,Vancouver,WA,98663,E,45.629438,-122.663319,175270,,J1772,US,public
CPU OPS 1,8600 NE 117th Ave Customer Service Parking Lo,Vancouver,WA,98662,E,45.684889,-122.55334,175271,,J1772,US,public
PORT OF OLYMPIA WEST,700 Capitol Way N,Olympia,WA,98501,E,47.05093,-122.902434,175288,,J1772,US,public
CAPITAL GATEWAY STATION 6,505 14th Ave SE,Olympia,WA,98501,E,47.035841,-122.895035,175322,,J1772,US,public
HUDSON NRTHVIEW STATION 5,20800 44th Ave W,Lynnwood,WA,98036,E,47.810153,-122.294123,175656,,J1772,US,public
HUDSON NRTHVIEW STATION 2,20800 44th Ave W,Lynnwood,WA,98036,E,47.810176,-122.294266,175657,,J1772,US,public
HUDSON NRTHVIEW STATION 4,20800 44th Ave W,Lynnwood,WA,98036,E,47.810125,-122.294145,175658,,J1772,US,public
BELLEFIELD MADRONA 2,1300 114th Ave SE,Bellevue,WA,98004,E,47.599721,-122.187136,180340,,J1772,US,public
STATION PARKING 1,2010 5th Ave,Seattle,WA,98121,E,47.614087,-122.339531,180341,,J1772,US,public
202 WESTLAKE P2 STATION 01,200 Westlake Ave N,Seattle,WA,98109,E,47.62002,-122.338144,180343,,J1772,US,public
UPTOWN UPTOWN #1,4709 Point Fosdick Dr NW,Gig Harbor,WA,98335,E,47.301532,-122.576785,180344,,J1772,US,public
KING COUNTY DOT GOAT HILL #6,415 6th Ave S,Seattle,WA,98104,E,47.603149,-122.327507,180345,,J1772,US,public
MADISON MARQUET STATION 2,600 Pine St,Seattle,WA,98101,E,47.612492,-122.335248,180348,,J1772,US,public
MADISON MARQUET STATION 7,600 Pine St,Seattle,WA,98101,E,47.612442,-122.335302,180349,,J1772,US,public
MADISON MARQUET STATION 5,600 Pine St,Seattle,WA,98101,E,47.612492,-122.335238,180350,,J1772,US,public
MADISON MARQUET STATION 4,600 Pine St,Seattle,WA,98101,E,47.612536,-122.335152,180351,,J1772,US,public
MADISON MARQUET STATION 1,600 Pine St,Seattle,WA,98101,E,47.612442,-122.335334,180352,,J1772,US,public
MADISON MARQUET STATION 3,600 Pine St,Seattle,WA,98101,E,47.612514,-122.335173,180353,,J1772,US,public
ISSAQUAH ZHOME #2,970 NE High St,Issaquah,WA,98029,E,47.544483,-122.017899,180354,,J1772 NEMA515,US,public
MOTORPOOL VISITOR CTR 1,103 Sid Snyder Ave SW,Olympia,WA,98501,E,47.035325,-122.901166,180637,,J1772,US,public
KOZ WEAVER WEAVER RD MIDDL,1925 Weaver Rd,Snohomish,WA,98290,E,47.938226,-122.108766,180845,,J1772,US,public
CI&S COUNTRY INN #2,3100 S 192nd St,SeaTac,WA,98188,E,47.43163,-122.29393,180915,,J1772,US,public
CITY OF ZILLAH P&R SOUTH,113 1st Ave,Zillah,WA,98953,E,46.405006,-120.270737,180978,,J1772,US,public
"BELLEVUECOLLEGE BC SSC,U BLDG3",3000 Landerholm Cir SE,Bellevue,WA,98007,E,47.584483,-122.148539,180988,,J1772,US,public
KGIP BELL SOUTH STATION 5,316 116th Ave NE,Bellevue,WA,98114,E,47.612704,-122.185139,181036,,J1772,US,public
KGIP BELL SOUTH STATION 4,316 116th Ave NE,Bellevue,WA,98114,E,47.612706,-122.18514,181037,,J1772,US,public
KGIP BELL SOUTH STATION 3,316 116th Ave NE,Bellevue,WA,98114,E,47.613355,-122.185049,181038,,J1772,US,public
KING COUNTY DOT KC AIRPORT 1,7259 King County Airport Access Rd,Seattle,WA,98108,E,47.53681,-122.303923,181042,,J1772,US,public
KING COUNTY DOT KC FAUNTLEROY1,4829 SW Barton St,Seattle,WA,98136,E,47.523232,-122.393365,181052,,J1772,US,public
KING COUNTY DOT TUKWILA 1,7301 Longacres Way,Tukwila,WA,98188,E,47.459639,-122.243793,181110,,J1772,US,public
KING COUNTY DOT SK P&R 5,10610 NE 38th PL,Kirkland,WA,98033,E,47.643474,-122.196571,181119,,J1772,US,public
KING COUNTY DOT SK P&R 2,10610 NE 38th PL,Kirkland,WA,98033,E,47.643579,-122.195911,181120,,J1772,US,public
KING COUNTY DOT SK P&R 3,10610 NE 38th PL,Kirkland,WA,98033,E,47.643585,-122.195909,181121,,J1772,US,public
KING COUNTY DOT ISSAQUAH P&R 7,1755 Highlands Dr NE,Issaquah,WA,98029,E,47.545783,-122.018483,181202,,J1772,US,public
KING COUNTY DOT ISSAQUAH P&R 4,1755 Highlands Dr NE,Issaquah,WA,98029,E,47.54578,-122.018474,181203,,J1772,US,public
KING COUNTY DOT ISSAQUAH P&R 3,1755 Highlands Dr NE,Issaquah,WA,98029,E,47.545787,-122.018479,181204,,J1772,US,public
INSIGNIA 953 146 147N,583 Battery St,Seattle,WA,98164,E,47.606191,-122.3321,181305,,J1772,US,public
INSIGNIA 953 228 229N,583 Battery St,Seattle,WA,98164,E,47.606129,-122.332106,181306,,J1772,US,public
INSIGNIA 953 192 193N,583 Battery St,Seattle,WA,98164,E,47.606171,-122.332083,181307,,J1772,US,public
INSIGNIA 953 152 153N,583 Battery St,Seattle,WA,98164,E,47.606211,-122.332055,181308,,J1772,US,public
INSIGNIA 953 226 227N,583 Battery St,Seattle,WA,98164,E,47.606119,-122.332135,181309,,J1772,US,public
INSIGNIA 953 186 187N,583 Battery St,Seattle,WA,98164,E,47.60614,-122.332163,181310,,J1772,US,public
INSIGNIA 953 232 233N,583 Battery St,Seattle,WA,98164,E,47.606148,-122.332065,181311,,J1772,US,public
INSIGNIA 953 154N,583 Battery St,Seattle,WA,98164,E,47.606216,-122.332029,181312,,J1772,US,public
INSIGNIA 953 234N,583 Battery St,Seattle,WA,98164,E,47.606155,-122.332037,181313,,J1772,US,public
INSIGNIA 953 185N,583 Battery St,Seattle,WA,98164,E,47.606126,-122.332195,181314,,J1772,US,public
INSIGNIA 953 194N,583 Battery St,Seattle,WA,98164,E,47.606182,-122.33206,181315,,J1772,US,public
INSIGNIA 953 225N,583 Battery St,Seattle,WA,98164,E,47.606111,-122.332163,181316,,J1772,US,public
INSIGNIA 953 143N,583 Battery St,Seattle,WA,98104,E,47.606162,-122.332173,181317,,J1772,US,public
INSIGNIA 953 188 189N,583 Battery St,Seattle,WA,98104,E,47.606153,-122.332134,181318,,J1772,US,public
WOODIN CREEK WOODIN CREEK 1,13550 Village Square Dr.,Woodinville,WA,98072,E,47.752007,-122.157917,181538,,J1772,US,public
ONE88 SPACE 303-304,188 Bellevue Way NE,Bellevue,WA,98004,E,47.61175,-122.201454,181602,,J1772,US,public
ES - SWM R & T CENTER 01,3510 S Mullen St SWM Admin Bldg,Tacoma,WA,98409,E,47.228029,-122.499407,181704,,J1772,US,public
CITY OF TACOMA TAC CC 2,1552 Market St,Tacoma,WA,98402,E,47.247112,-122.43998,181705,,J1772,US,public
ES - S&E URBAN WATERS #5,"303 East D St East Pkg Lot, Center for Urban",Tacoma,WA,98421,E,47.259555,-122.433611,181706,,J1772,US,public
ES - S&E URBAN WATERS #3,"303 East D St East Pkg Lot, Center for Urban",Tacoma,WA,98421,E,47.259505,-122.433772,181707,,J1772,US,public
CITY OF TACOMA TAC CC 4,1548 Commerce St,Tacoma,WA,98402,E,47.247723,-122.438,181722,,J1772,US,public
ILANI 3B-1 DUAL,1 Cowlitz Way,Ridgefield,WA,98642,E,45.85314,-122.709076,181733,,J1772,US,public
